Applicant,BLA Number,Proprietary Name,Proper Name,BLA Type,Strength,Dosage Form,Route of Administration,Product Presentation,Marketing Status,Licensure,Ref. Product Proper Name,Supplement Number,Submission Type,License Number,Product Number,Center,Orphan Exclusivity Exp. Date,Approval_Status,Approval_Status_binary
Swedish Orphan Biovitrum AB (publ),103950.0,Other,Other,351(a),100,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,nan,0,Original,7.528331766707247,1.0,CDER,Other,Approved,1
"Alexion Pharmaceuticals, Inc.",125513.0,Other,Other,351(a),18,Injection ,Subcutaneous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.463936604468925,1.0,CDER,Other,Approved,1
"Alexion Pharmaceuticals, Inc.",125513.0,Other,Other,351(a),28,Injection ,Subcutaneous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.463936604468925,2.0,CDER,Other,Approved,1
"Alexion Pharmaceuticals, Inc.",125513.0,Other,Other,351(a),40,Injection ,Subcutaneous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.463936604468925,3.0,CDER,Other,Approved,1
"Alexion Pharmaceuticals, Inc.",125513.0,Other,Other,351(a),80,Injection ,Subcutaneous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.463936604468925,4.0,CDER,Other,Approved,1
Other,101063.0,Other,Other,351(a),10,For Injection,"Intravenous, Intramuscular",Single-Dose Vial,Disc,Licensed,nan,0,Original,7.549609165154532,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
Other,125359.0,Other,Other,351(a),10,For Injection,"Intravenous, Intramuscular",Single-Dose Vial,Disc,Voluntarily Revoked,nan,0,Original,7.550661243105336,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
"Genentech, Inc.",159721.25,Other,Other,351(a),1,Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,nan,0,Original,6.955592608396297,1.0,CDER,Other,Approved,1
"Genentech, Inc.",159721.25,Other,Other,351(a),485,Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,nan,18,Supplement,6.955592608396297,2.0,CDER,Other,Approved,1
"Genentech, Inc.",159721.25,Other,Other,351(a),1,Injection ,Subcutaneous,Single-Dose Vial,Rx,Licensed,nan,0,Original,6.955592608396297,1.0,CDER,24-Mar-02,Approved,1
"EMD Serono, Inc.",159721.25,Other,Other,351(a),200,Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.480992162869525,1.0,CDER,Other,Approved,1
Novartis Pharmaceuticals Corporation,103764.0,Other,Other,351(a),20,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.126890808898808,1.0,CDER,Other,Approved,1
Novartis Pharmaceuticals Corporation,103764.0,Other,Other,351(a),10,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,nan,5037,Supplement,7.126890808898808,2.0,CDER,Other,Approved,1
Other,103691.0,Other,Other,351(a),0,Gel,Topical,Other,Rx,Licensed,nan,0,Original,7.60339933974067,1.0,CDER,24-Mar-02,Approved,1
Bristol-Myers Squibb Company,125288.0,Other,Other,351(a),250,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.446585099157725,1.0,CDER,Other,Approved,1
GlaxoSmithKline LLC,125370.0,Other,Other,351(a),120,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.454719949364001,1.0,CDER,24-Mar-02,Approved,1
GlaxoSmithKline LLC,125370.0,Other,Other,351(a),400,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.454719949364001,2.0,CDER,24-Mar-02,Approved,1
GlaxoSmithKline LLC,159721.25,Other,Other,351(a),200,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,nan,0,Original,7.454719949364001,1.0,CDER,24-Mar-02,Approved,1
GlaxoSmithKline LLC,159721.25,Other,Other,351(a),200,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,nan,0,Original,7.454719949364001,2.0,CDER,24-Mar-02,Approved,1
AstraZeneca AB,159721.25,Other,Other,351(a),30,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,nan,0,Original,7.630461261783627,1.0,CDER,Other,Approved,1
AstraZeneca AB,159721.25,Other,Other,351(a),30,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,nan,5,Supplement,7.630461261783627,2.0,CDER,Other,Approved,1
AstraZeneca AB,159721.25,Other,Other,351(a),10,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,nan,20,Supplement,7.630461261783627,3.0,CDER,Other,Approved,1
"Genentech, Inc.",125085.0,Other,Other,351(a),100,Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,nan,0,Original,6.955592608396297,1.0,CDER,Other,Approved,1
"Genentech, Inc.",125085.0,Other,Other,351(a),400,Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,nan,0,Original,6.955592608396297,2.0,CDER,Other,Approved,1
Amgen Inc.,159721.25,Other,Other,351(k) Biosimilar,100,Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,bevacizumab,0,Original,6.985641817639208,1.0,CDER,24-Mar-02,Approved,1
Amgen Inc.,159721.25,Other,Other,351(k) Biosimilar,400,Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,bevacizumab,0,Original,6.985641817639208,2.0,CDER,24-Mar-02,Approved,1
Pfizer Inc.,159721.25,Other,Other,351(k) Biosimilar,100,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,bevacizumab,0,Original,7.601901959875166,1.0,CDER,24-Mar-02,Approved,1
Pfizer Inc.,159721.25,Other,Other,351(k) Biosimilar,400,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,bevacizumab,0,Original,7.601901959875166,2.0,CDER,24-Mar-02,Approved,1
Merck Sharp & Dohme LLC,159721.25,Other,Other,351(a),1,Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,nan,0,Original,1.0986122886681098,1.0,CDER,24-Mar-02,Approved,1
Amgen Inc.,125557.0,Other,Other,351(a),35,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,nan,0,Original,6.985641817639208,1.0,CDER,Other,Approved,1
Other,125388.0,Other,Other,351(a),50,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.722234744709607,1.0,CDER,Other,Approved,1
Other,159721.25,Other,Other,351(a),210,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,nan,0,Original,7.768956044538332,1.0,CDER,24-Mar-02,Approved,1
Novartis Pharmaceuticals Corporation,159721.25,Other,Other,351(a),6,Injection ,Intravitreal,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.126890808898808,1.0,CDER,24-Mar-02,Approved,1
Novartis Pharmaceuticals Corporation,159721.25,Other,Other,351(a),6,Injection ,Intravitreal,Pre-Filled Syringe,Rx,Licensed,nan,8,Supplement,7.126890808898808,2.0,CDER,24-Mar-02,Approved,1
Other,159721.25,Other,Other,351(a),10,Injection ,Subcutaneous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.639161171659173,1.0,CDER,Other,Approved,1
Other,159721.25,Other,Other,351(a),20,Injection ,Subcutaneous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.639161171659173,2.0,CDER,Other,Approved,1
Other,159721.25,Other,Other,351(a),30,Injection ,Subcutaneous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.639161171659173,3.0,CDER,Other,Approved,1
Other,159721.25,Other,Other,351(a),3,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.661997558901893,1.0,CDER,Other,Approved,1
Novartis Pharmaceuticals Corporation,125319.0,Other,Other,351(a),150,For Injection,Subcutaneous,Single-Dose Vial,Disc,Licensed,nan,0,Original,7.126890808898808,1.0,CDER,Other,Rejected or Not Approved,0
Novartis Pharmaceuticals Corporation,125319.0,Other,Other,351(a),150,Injection ,Subcutaneous,Single-Dose Vial,Rx,Licensed,nan,88,Supplement,7.126890808898808,2.0,CDER,Other,Approved,1
Other,159721.25,Other,Other,351(a),11,For injection,"Intravenous, Subcutaneous ",Single-Dose Vial,Rx,Licensed,nan,0,Original,7.643003635560718,1.0,CDER,Other,Approved,1
Other,103608.0,Other,Other,351(a),0,Injection ,Intravenous,Single-Dose Vial,Disc,Licensed,nan,0,Original,7.618742377670413,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
"Regeneron Pharmaceuticals, Inc.",159721.25,Other,Other,351(a),350,Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.473637108496206,1.0,CDER,24-Mar-02,Approved,1
Other,159721.25,Other,Other,351(a),0,Solution,Topical,Multi-Dose Vial,Rx,Licensed,nan,0,Original,7.637716432664798,1.0,CDER,Other,Approved,1
BioMarin Pharmaceutical Inc.,159721.25,Other,Other,351(a),150,Injection ,Intraventricular,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.408530566894626,1.0,CDER,Other,Approved,1
"UCB, Inc.",125160.0,Other,Other,351(a),200,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.459914766241105,1.0,CDER,24-Mar-02,Approved,1
"UCB, Inc.",125160.0,Other,Other,351(a),200,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,nan,237,Supplement,7.459914766241105,2.0,CDER,24-Mar-02,Approved,1
Eli Lilly and Company,125084.0,Other,Other,351(a),100,Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.510977752014095,1.0,CDER,Other,Approved,1
Eli Lilly and Company,125084.0,Other,Other,351(a),200,Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,nan,79,Supplement,7.510977752014095,2.0,CDER,Other,Approved,1
Other,101995.0,Other,Other,351(a),250,Ointment,Topical,Other,Rx,Licensed,nan,0,Original,7.60339933974067,1.0,CDER,24-Mar-02,Approved,1
Other,125338.0,Other,Other,351(a),0,For Injection,Intralesional,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.504942068396171,1.0,CDER,Other,Approved,1
Novartis Pharmaceuticals Corporation,159721.25,Other,Other,351(a),100,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.126890808898808,1.0,CDER,Other,Approved,1
Hoffmann-La Roche Inc.,103749.0,Other,Other,351(a),25,Injection ,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked,nan,0,Original,4.919980925828125,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
Biogen Inc.,159721.25,Other,Other,351(a),150,Injection ,Subcutaneous,Pre-Filled Syringe,Disc,Voluntarily Revoked,nan,0,Original,7.437206366871292,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
Biogen Inc.,159721.25,Other,Other,351(a),150,Injection ,Subcutaneous,Autoinjector,Disc,Voluntarily Revoked,nan,1,Supplement,7.437206366871292,2.0,CDER,24-Mar-02,Rejected or Not Approved,0
"Janssen Biotech, Inc.",159721.25,Other,Other,351(a),100,Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.5310163320779155,1.0,CDER,Other,Approved,1
"Janssen Biotech, Inc.",159721.25,Other,Other,351(a),400,Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.5310163320779155,2.0,CDER,Other,Approved,1
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),25,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Rx,Licensed,nan,0,Original,6.985641817639208,1.0,CDER,24-Mar-02,Approved,1
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),40,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Rx,Licensed,nan,0,Original,6.985641817639208,2.0,CDER,24-Mar-02,Approved,1
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),60,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Rx,Licensed,nan,0,Original,6.985641817639208,3.0,CDER,24-Mar-02,Approved,1
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),100,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Rx,Licensed,nan,0,Original,6.985641817639208,4.0,CDER,24-Mar-02,Approved,1
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),200,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Rx,Licensed,nan,0,Original,6.985641817639208,5.0,CDER,24-Mar-02,Approved,1
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),25,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,nan,0,Original,6.985641817639208,6.0,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),40,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,nan,0,Original,6.985641817639208,7.0,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),60,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,nan,0,Original,6.985641817639208,8.0,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),100,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,nan,0,Original,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),200,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,nan,0,Original,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),150,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,nan,5001,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),300,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,nan,5001,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),485,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,nan,5001,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),60,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Disc,Licensed,nan,5022,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),100,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Disc,Licensed,nan,5022,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),150,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Disc,Licensed,nan,5022,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),200,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Disc,Licensed,nan,5022,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),300,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Disc,Licensed,nan,5022,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),485,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Disc,Licensed,nan,5022,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),25,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Disc,Licensed,nan,5055,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),25,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Rx,Licensed,nan,5055,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Approved,1
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),40,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Disc,Licensed,nan,5055,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),40,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Rx,Licensed,nan,5055,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Approved,1
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),60,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Rx,Licensed,nan,5055,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Approved,1
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),100,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Rx,Licensed,nan,5055,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Approved,1
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),150,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Rx,Licensed,nan,5055,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Approved,1
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),200,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Rx,Licensed,nan,5055,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Approved,1
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),300,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Rx,Licensed,nan,5055,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Approved,1
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),485,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Rx,Licensed,nan,5055,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Approved,1
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),150,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,nan,5055,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),300,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,nan,5055,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),485,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,nan,5055,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),25,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,nan,5113,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),40,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,nan,5113,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),60,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,nan,5113,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),100,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,nan,5113,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),150,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,nan,5113,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),200,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,nan,5113,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),300,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,nan,5113,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),485,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,nan,5113,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),25,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,nan,5113,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),40,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,nan,5113,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),60,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,nan,5113,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),100,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,nan,5113,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),150,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,nan,5113,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),200,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,nan,5113,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),300,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,nan,5113,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),485,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,nan,5113,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,103951.0,Aranesp,darbepoetin alpha,351(a),10,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Rx,Licensed,nan,0,Supplement,6.985641817639208,8.5,CDER,24-Mar-02,Rejected or Not Approved,0
Other,103767.0,Other,Other,351(a),150,Injection ,Intravenous,Single-Dose Vial,Disc,Licensed,nan,0,Original,7.529943370601589,1.0,CDER,Other,Rejected or Not Approved,0
Amgen Inc.,125320.0,Other,Other,351(a),60,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,nan,0,Original,6.985641817639208,1.0,CDER,24-Mar-02,Approved,1
Amgen Inc.,125320.0,Other,Other,351(a),60,Injection ,Subcutaneous,Single-Dose Vial,Disc,Licensed,nan,0,Original,6.985641817639208,2.0,CDER,24-Mar-02,Rejected or Not Approved,0
Amgen Inc.,125320.0,Other,Other,351(a),120,Injection ,Subcutaneous,Single-Dose Vial,Rx,Licensed,nan,7,Supplement,6.985641817639208,3.0,CDER,Other,Approved,1
Other,125516.0,Other,Other,351(a),17,Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.597897950521784,1.0,CDER,Other,Approved,1
"Genentech, Inc.",103532.0,Other,Other,351(a),2,Solution,Inhalation,Other,Rx,Licensed,nan,0,Original,6.955592608396297,1.0,CDER,Other,Approved,1
Eli Lilly and Company,125029.0,Other,Other,351(a),5,Injection ,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked,nan,0,Original,7.385230923066573,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
Eli Lilly and Company,125029.0,Other,Other,351(a),20,Injection ,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked,nan,0,Original,7.385230923066573,2.0,CDER,24-Mar-02,Rejected or Not Approved,0
Eli Lilly and Company,125469.0,Other,Other,351(a),0,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,nan,0,Original,7.545389749611823,1.0,CDER,24-Mar-02,Approved,1
Eli Lilly and Company,125469.0,Other,Other,351(a),1,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,nan,0,Original,7.545389749611823,2.0,CDER,24-Mar-02,Approved,1
Eli Lilly and Company,125469.0,Other,Other,351(a),0,Injection ,Subcutaneous,Pre-Filled Syringe,Disc,Licensed,nan,0,Original,7.545389749611823,3.0,CDER,24-Mar-02,Rejected or Not Approved,0
Eli Lilly and Company,125469.0,Other,Other,351(a),1,Injection ,Subcutaneous,Pre-Filled Syringe,Disc,Licensed,nan,0,Original,7.545389749611823,4.0,CDER,24-Mar-02,Rejected or Not Approved,0
Eli Lilly and Company,125469.0,Other,Other,351(a),3,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,nan,36,Supplement,7.545389749611823,5.0,CDER,24-Mar-02,Approved,1
Eli Lilly and Company,125469.0,Other,Other,351(a),4,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,nan,36,Supplement,7.545389749611823,6.0,CDER,24-Mar-02,Approved,1
"Regeneron Pharmaceuticals, Inc.",159721.25,Other,Other,351(a),300,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,nan,0,Original,7.473637108496206,1.0,CDER,25-Jan-31,Approved,1
"Regeneron Pharmaceuticals, Inc.",159721.25,Other,Other,351(a),300,Injection ,Subcutaneous,Pre-Filled Syringe,Disc,Licensed,nan,0,Original,7.473637108496206,2.0,CDER,25-Jan-31,Rejected or Not Approved,0
"Regeneron Pharmaceuticals, Inc.",159721.25,Other,Other,351(a),200,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,nan,7,Supplement,7.473637108496206,3.0,CDER,25-Jan-31,Approved,1
"Regeneron Pharmaceuticals, Inc.",159721.25,Other,Other,351(a),300,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,nan,17,Supplement,7.473637108496206,4.0,CDER,25-Jan-31,Approved,1
"Regeneron Pharmaceuticals, Inc.",159721.25,Other,Other,351(a),200,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,nan,16,Supplement,7.473637108496206,5.0,CDER,25-Jan-31,Approved,1
"Regeneron Pharmaceuticals, Inc.",159721.25,Other,Other,351(a),100,Injection ,Subcutaneous,Pre-Filled Syringe,Disc,Licensed,nan,31,Supplement,7.473637108496206,6.0,CDER,25-Jan-31,Rejected or Not Approved,0
Other,159721.25,Other,Other,351(a),485,Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.622663951323595,1.0,CDER,Other,Approved,1
Other,159721.25,Other,Other,351(a),120,Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.622663951323595,2.0,CDER,Other,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",125277.0,Other,Other,351(a),10,Injection ,Subcutaneous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.549082710812286,1.0,CDER,28-Mar-21,Approved,1
